Country,Country_ISO3,Region,Theme,Plan name,SP_Label,Strategic priority code,Agencies
South Africa,ZAF,Africa,gender,United Nations Sustainable Development Cooperation Framework,ZAF_gender_1,1.0,International Labour Organisation; United Nations Development Programme
Zimbabwe,ZWE,Africa,gender,United Nations Sustainable Development Cooperation Framework,ZWE_gender_4,4.0,UN Women
Somalia,SOM,Africa,gender,United Nations Sustainable Development Cooperation Framework,SOM_gender_1,1.0,UN Women
Ghana,GHA,Africa,gender,United Nations Sustainable Development Cooperation Framework,GHA_gender_3,3.0,United Nations High Commissioner for Human Rights
Zambia,ZMB,Africa,gender,United Nations Sustainable Development Cooperation Framework,ZMB_gender_3,3.0,United Nations High Commissioner for Refugees
Angola,AGO,Africa,gender,United Nations Sustainable Development Cooperation Framework,AGO_gender_1,1.0,United Nations Children's Fund
Angola,AGO,Africa,gender,United Nations Sustainable Development Cooperation Framework,AGO_gender_2,2.0,United Nations Development Programme
Uganda,UGA,Africa,gender,United Nations Sustainable Development Cooperation Framework,UGA_gender_3,3.0,United Nations Children's Fund
Uganda,UGA,Africa,gender,United Nations Sustainable Development Cooperation Framework,UGA_gender_1,1.0,International Organization for Migration; UN Women; United Nations Capital Development Fund; United Nations Development Programme; United Nations High Commissioner for Human Rights; United Nations Office on Drugs and Crime
Mozambique,MOZ,Africa,gender,United Nations Sustainable Development Cooperation Framework,MOZ_gender_1,1.0,UN Women
Sao Tome and Principe,STP,Africa,gender,United Nations Sustainable Development Cooperation Framework,STP_gender_3,3.0,United Nations Development Programme
"Tanzania, United Republic of",TZA,Africa,gender,United Nations Sustainable Development Cooperation Framework,TZA_gender_2,2.0,International Labour Organisation
"Tanzania, United Republic of",TZA,Africa,gender,United Nations Sustainable Development Cooperation Framework,TZA_gender_2,2.0,International Trade Centre
"Tanzania, United Republic of",TZA,Africa,gender,United Nations Sustainable Development Cooperation Framework,TZA_gender_2,2.0,United Nations World Food Programme
"Tanzania, United Republic of",TZA,Africa,gender,United Nations Sustainable Development Cooperation Framework,TZA_gender_2,2.0,International Labour Organisation
Liberia,LBR,Africa,gender,United Nations Sustainable Development Cooperation Framework,LBR_gender_2,2.0,Food and Agriculture Organization of the United Nations; International Labour Organisation; UN Women; United Nations Development Programme; United Nations World Food Programme
Egypt,EGY,Africa,gender,United Nations Sustainable Development Cooperation Framework,EGY_gender_2,2.0,International Labour Organisation
Kenya,KEN,Africa,gender,United Nations Development Assistance Framework,KEN_gender_2,2.0,"International Labour Organisation; United Nations Children's Fund; United Nations Educational, Scientific and Cultural Organisation; United Nations High Commissioner for Refugees; United Nations Population Fund; United Nations World Food Programme"
Sudan,SDN,Africa,gender,United Nations Development Assistance Framework,SDN_gender_2,2.0,United Nations Development Programme
Kenya,KEN,Africa,gender,United Nations Sustainable Development Cooperation Framework,KEN_gender_2,2.0,"Food and Agriculture Organization of the United Nations; International Fund for Agricultural Development; International Labour Organisation; International Organization for Migration; UN Women; United Nations Development Programme; United Nations Educational, Scientific and Cultural Organisation; United Nations Environment Programme; United Nations High Commissioner for Refugees; United Nations Industrial Development Organization; United Nations World Food Programme"
Nigeria,NGA,Africa,gender,United Nations Sustainable Development Cooperation Framework,NGA_gender_2,2.0,UN Women
Kenya,KEN,Africa,gender,United Nations Development Assistance Framework,KEN_gender_2,2.0,"United Nations Children's Fund; United Nations Educational, Scientific and Cultural Organisation; United Nations High Commissioner for Refugees; United Nations Population Fund"
Gambia,GMB,Africa,gender,United Nations Sustainable Development Cooperation Framework,GMB_gender_2,2.0,United Nations Development Programme; United Nations High Commissioner for Human Rights
Sierra Leone,SLE,Africa,gender,United Nations Sustainable Development Cooperation Framework,SLE_gender_2,2.0,UN Women
"Tanzania, United Republic of",TZA,Africa,gender,United Nations Sustainable Development Cooperation Framework,TZA_gender_2,2.0,International Labour Organisation
Kenya,KEN,Africa,gender,United Nations Development Assistance Framework,KEN_gender_2,2.0,"United Nations Children's Fund; United Nations Educational, Scientific and Cultural Organisation; United Nations High Commissioner for Refugees; United Nations Population Fund"
Kenya,KEN,Africa,gender,United Nations Sustainable Development Cooperation Framework,KEN_gender_2,2.0,Food and Agriculture Organization of the United Nations; International Fund for Agricultural Development; International Labour Organisation; International Organization for Migration; UN Women; United Nations Development Programme; United Nations Industrial Development Organization
"Tanzania, United Republic of",TZA,Africa,gender,United Nations Sustainable Development Cooperation Framework,TZA_gender_2,2.0,United Nations Industrial Development Organization
"Tanzania, United Republic of",TZA,Africa,gender,United Nations Sustainable Development Cooperation Framework,TZA_gender_2,2.0,United Nations Environment Programme
Gambia,GMB,Africa,gender,United Nations Sustainable Development Cooperation Framework,GMB_gender_2,2.0,United Nations Development Programme
Sierra Leone,SLE,Africa,gender,United Nations Sustainable Development Cooperation Framework,SLE_gender_2,2.0,United Nations Population Fund
South Sudan,SSD,Africa,gender,United Nations Sustainable Development Cooperation Framework,SSD_gender_2,2.0,UN Women
"Tanzania, United Republic of",TZA,Africa,gender,United Nations Sustainable Development Cooperation Framework,TZA_gender_2,2.0,United Nations Development Programme
Egypt,EGY,Africa,gender,United Nations Development Assistance Framework,EGY_gender_2,2.0,United Nations Children's Fund
Ghana,GHA,Africa,gender,United Nations Sustainable Development Cooperation Framework,GHA_gender_2,2.0,United Nations Children's Fund
"Tanzania, United Republic of",TZA,Africa,gender,United Nations Sustainable Development Cooperation Framework,TZA_gender_2,2.0,United Nations Development Programme
Egypt,EGY,Africa,gender,United Nations Development Assistance Framework,EGY_gender_2,2.0,United Nations Children's Fund
"Tanzania, United Republic of",TZA,Africa,gender,United Nations Sustainable Development Cooperation Framework,TZA_gender_2,2.0,United Nations Development Programme
"Tanzania, United Republic of",TZA,Africa,gender,United Nations Sustainable Development Cooperation Framework,TZA_gender_2,2.0,"United Nations Educational, Scientific and Cultural Organisation"
Nigeria,NGA,Africa,gender,United Nations Sustainable Development Cooperation Framework,NGA_gender_2,2.0,UN Women
Uganda,UGA,Africa,gender,United Nations Sustainable Development Cooperation Framework,UGA_gender_3,3.0,United Nations Children's Fund
Liberia,LBR,Africa,gender,United Nations Sustainable Development Cooperation Framework,LBR_gender_2,2.0,Food and Agriculture Organization of the United Nations; International Fund for Agricultural Development; International Labour Organisation; International Organization for Migration; UN Women; United Nations Children's Fund; United Nations Development Programme; United Nations High Commissioner for Refugees; United Nations Industrial Development Organization; United Nations Population Fund; United Nations World Food Programme
"Tanzania, United Republic of",TZA,Africa,gender,United Nations Sustainable Development Cooperation Framework,TZA_gender_2,2.0,"United Nations Educational, Scientific and Cultural Organisation"
"Tanzania, United Republic of",TZA,Africa,gender,United Nations Sustainable Development Cooperation Framework,TZA_gender_2,2.0,International Labour Organisation
Kenya,KEN,Africa,gender,United Nations Sustainable Development Cooperation Framework,KEN_gender_2,2.0,Food and Agriculture Organization of the United Nations; International Fund for Agricultural Development; International Labour Organisation; International Organization for Migration; UN Women; United Nations Children's Fund; United Nations Development Programme; United Nations Environment Programme; United Nations Industrial Development Organization; United Nations Office for Disaster Risk Reduction; United Nations Population Fund; United Nations World Food Programme
Gambia,GMB,Africa,gender,United Nations Sustainable Development Cooperation Framework,GMB_gender_2,2.0,United Nations Population Fund
Rwanda,RWA,Africa,gender,United Nations Sustainable Development Cooperation Framework,RWA_gender_2,2.0,UN Women; United Nations Joint Programme on HIV and AIDS Secretariat; World Health Organization
Sudan,SDN,Africa,gender,United Nations Development Assistance Framework,SDN_gender_1,1.0,United Nations Mine Action Service
Sierra Leone,SLE,Africa,gender,United Nations Sustainable Development Cooperation Framework,SLE_gender_2,2.0,International Labour Organisation; United Nations Development Programme
Kenya,KEN,Africa,gender,United Nations Sustainable Development Cooperation Framework,KEN_gender_2,2.0,"Food and Agriculture Organization of the United Nations; International Fund for Agricultural Development; International Organization for Migration; UN Women; United Nations Children's Fund; United Nations Development Programme; United Nations Educational, Scientific and Cultural Organisation; United Nations Environment Programme; United Nations Human Settlement Programme; United Nations Industrial Development Organization; United Nations Office for Disaster Risk Reduction; United Nations Population Fund; United Nations World Food Programme"
Kenya,KEN,Africa,gender,United Nations Development Assistance Framework,KEN_gender_2,2.0,"United Nations Children's Fund; United Nations Educational, Scientific and Cultural Organisation; United Nations High Commissioner for Refugees; United Nations Population Fund; United Nations World Food Programme"
Gambia,GMB,Africa,gender,United Nations Sustainable Development Cooperation Framework,GMB_gender_2,2.0,United Nations Joint Programme on HIV and AIDS Secretariat
Gambia,GMB,Africa,gender,United Nations Sustainable Development Cooperation Framework,GMB_gender_2,2.0,United Nations Joint Programme on HIV and AIDS Secretariat
Kenya,KEN,Africa,gender,United Nations Sustainable Development Cooperation Framework,KEN_gender_2,2.0,Food and Agriculture Organization of the United Nations; International Fund for Agricultural Development; International Labour Organisation; International Organization for Migration; UN Women; United Nations Children's Fund; United Nations Development Programme; United Nations Environment Programme; United Nations Industrial Development Organization; United Nations Population Fund; United Nations World Food Programme
Gambia,GMB,Africa,gender,United Nations Sustainable Development Cooperation Framework,GMB_gender_2,2.0,United Nations Development Programme
"Tanzania, United Republic of",TZA,Africa,gender,United Nations Sustainable Development Cooperation Framework,TZA_gender_2,2.0,International Labour Organisation
"Tanzania, United Republic of",TZA,Africa,gender,United Nations Sustainable Development Cooperation Framework,TZA_gender_2,2.0,United Nations Industrial Development Organization
Ghana,GHA,Africa,gender,United Nations Sustainable Development Cooperation Framework,GHA_gender_2,2.0,United Nations Children's Fund
Sierra Leone,SLE,Africa,gender,United Nations Sustainable Development Cooperation Framework,SLE_gender_2,2.0,United Nations Population Fund
Nigeria,NGA,Africa,gender,United Nations Sustainable Development Cooperation Framework,NGA_gender_2,2.0,United Nations Children's Fund; United Nations Population Fund; World Health Organization
Sierra Leone,SLE,Africa,gender,United Nations Sustainable Development Cooperation Framework,SLE_gender_2,2.0,United Nations Population Fund
Nigeria,NGA,Africa,gender,United Nations Sustainable Development Cooperation Framework,NGA_gender_2,2.0,United Nations Children's Fund
Sierra Leone,SLE,Africa,gender,United Nations Sustainable Development Cooperation Framework,SLE_gender_2,2.0,United Nations Population Fund
Kenya,KEN,Africa,gender,United Nations Development Assistance Framework,KEN_gender_2,2.0,United Nations Children's Fund; United Nations High Commissioner for Refugees; United Nations World Food Programme
Ghana,GHA,Africa,gender,United Nations Sustainable Development Cooperation Framework,GHA_gender_2,2.0,United Nations Children's Fund
Seychelles,SYC,Africa,gender,United Nations Sustainable Development Cooperation Framework,SYC_gender_2,2.0,Food and Agriculture Organization of the United Nations
Ghana,GHA,Africa,gender,United Nations Sustainable Development Cooperation Framework,GHA_gender_2,2.0,United Nations World Food Programme
Nigeria,NGA,Africa,gender,United Nations Sustainable Development Cooperation Framework,NGA_gender_2,2.0,"United Nations Educational, Scientific and Cultural Organisation; United Nations Joint Programme on HIV and AIDS Secretariat; United Nations Population Fund"
Uganda,UGA,Africa,gender,United Nations Sustainable Development Cooperation Framework,UGA_gender_2,2.0,United Nations Capital Development Fund
Rwanda,RWA,Africa,gender,United Nations Sustainable Development Cooperation Framework,RWA_gender_2,2.0,United Nations Population Fund; World Health Organization
Gambia,GMB,Africa,gender,United Nations Sustainable Development Cooperation Framework,GMB_gender_2,2.0,United Nations Development Programme
Uganda,UGA,Africa,gender,United Nations Sustainable Development Cooperation Framework,UGA_gender_2,2.0,United Nations Capital Development Fund
Ghana,GHA,Africa,gender,United Nations Sustainable Development Cooperation Framework,GHA_gender_2,2.0,United Nations Population Fund
Ghana,GHA,Africa,gender,United Nations Sustainable Development Cooperation Framework,GHA_gender_2,2.0,"United Nations Educational, Scientific and Cultural Organisation"
Ghana,GHA,Africa,gender,United Nations Sustainable Development Cooperation Framework,GHA_gender_2,2.0,United Nations Population Fund
Ghana,GHA,Africa,gender,United Nations Sustainable Development Cooperation Framework,GHA_gender_2,2.0,United Nations Children's Fund
Angola,AGO,Africa,gender,United Nations Sustainable Development Cooperation Framework,AGO_gender_2,2.0,United Nations Children's Fund; United Nations Development Programme; United Nations Population Fund
Kenya,KEN,Africa,gender,United Nations Development Assistance Framework,KEN_gender_2,2.0,"United Nations Children's Fund; United Nations Educational, Scientific and Cultural Organisation; United Nations High Commissioner for Refugees; United Nations Population Fund; United Nations Volunteers; United Nations World Food Programme"
Angola,AGO,Africa,gender,United Nations Sustainable Development Cooperation Framework,AGO_gender_2,2.0,United Nations Children's Fund; United Nations Development Programme; United Nations Population Fund
"Tanzania, United Republic of",TZA,Africa,gender,United Nations Development Assistance Framework,TZA_gender_2,2.0,"United Nations Educational, Scientific and Cultural Organisation"
Kenya,KEN,Africa,gender,United Nations Development Assistance Framework,KEN_gender_2,2.0,United Nations High Commissioner for Refugees; United Nations World Food Programme
Mali,MLI,Africa,gender,United Nations Sustainable Development Cooperation Framework,MLI_gender_2,2.0,International Labour Organisation
Sierra Leone,SLE,Africa,gender,United Nations Sustainable Development Cooperation Framework,SLE_gender_2,2.0,International Organization for Migration; United Nations Children's Fund; United Nations Development Programme; United Nations Industrial Development Organization
Cameroon,CMR,Africa,gender,United Nations Sustainable Development Cooperation Framework,CMR_gender_2,2.0,International Organization for Migration
Cameroon,CMR,Africa,gender,United Nations Sustainable Development Cooperation Framework,CMR_gender_2,2.0,International Organization for Migration
Rwanda,RWA,Africa,gender,United Nations Sustainable Development Cooperation Framework,RWA_gender_2,2.0,United Nations Children's Fund
Sierra Leone,SLE,Africa,gender,United Nations Sustainable Development Cooperation Framework,SLE_gender_2,2.0,United Nations Children's Fund
Angola,AGO,Africa,gender,United Nations Sustainable Development Cooperation Framework,AGO_gender_2,2.0,United Nations Children's Fund; United Nations Development Programme; United Nations Population Fund
Sierra Leone,SLE,Africa,gender,United Nations Sustainable Development Cooperation Framework,SLE_gender_2,2.0,United Nations Children's Fund
Kenya,KEN,Africa,gender,United Nations Development Assistance Framework,KEN_gender_2,2.0,United Nations Children's Fund
Sao Tome and Principe,STP,Africa,gender,United Nations Sustainable Development Cooperation Framework,STP_gender_4,4.0,United Nations Office on Drugs and Crime
Mauritius,MUS,Africa,gender,United Nations Sustainable Development Cooperation Framework,MUS_gender_2,2.0,International Labour Organisation
Angola,AGO,Africa,gender,United Nations Sustainable Development Cooperation Framework,AGO_gender_2,2.0,United Nations Children's Fund; United Nations Development Programme; United Nations Population Fund
Angola,AGO,Africa,gender,United Nations Sustainable Development Cooperation Framework,AGO_gender_2,2.0,United Nations Children's Fund; United Nations Development Programme; United Nations Population Fund
Sierra Leone,SLE,Africa,gender,United Nations Sustainable Development Cooperation Framework,SLE_gender_2,2.0,UN Women
Namibia,NAM,Africa,gender,United Nations Sustainable Development Cooperation Framework,NAM_gender_4,4.0,World Health Organization
South Sudan,SSD,Africa,gender,United Nations Sustainable Development Cooperation Framework,SSD_gender_1,1.0,United Nations Industrial Development Organization
Sierra Leone,SLE,Africa,gender,United Nations Sustainable Development Cooperation Framework,SLE_gender_2,2.0,UN Women
Angola,AGO,Africa,gender,United Nations Sustainable Development Cooperation Framework,AGO_gender_2,2.0,United Nations Development Programme; United Nations Joint Programme on HIV and AIDS Secretariat; United Nations Population Fund
Somalia,SOM,Africa,gender,United Nations Sustainable Development Cooperation Framework,SOM_gender_3,3.0,Food and Agriculture Organization of the United Nations
Gambia,GMB,Africa,gender,United Nations Development Assistance Framework,GMB_gender_1,1.0,United Nations Development Programme
"Tanzania, United Republic of",TZA,Africa,gender,United Nations Sustainable Development Cooperation Framework,TZA_gender_2,2.0,United Nations Capital Development Fund
"Tanzania, United Republic of",TZA,Africa,gender,United Nations Sustainable Development Cooperation Framework,TZA_gender_2,2.0,International Labour Organisation
"Tanzania, United Republic of",TZA,Africa,gender,United Nations Sustainable Development Cooperation Framework,TZA_gender_2,2.0,United Nations Industrial Development Organization
"Tanzania, United Republic of",TZA,Africa,gender,United Nations Sustainable Development Cooperation Framework,TZA_gender_2,2.0,International Labour Organisation
"Tanzania, United Republic of",TZA,Africa,gender,United Nations Sustainable Development Cooperation Framework,TZA_gender_2,2.0,International Labour Organisation
Uganda,UGA,Africa,gender,United Nations Sustainable Development Cooperation Framework,UGA_gender_3,3.0,"United Nations Educational, Scientific and Cultural Organisation"
Uganda,UGA,Africa,gender,United Nations Sustainable Development Cooperation Framework,UGA_gender_3,3.0,"United Nations Educational, Scientific and Cultural Organisation"
Egypt,EGY,Africa,gender,United Nations Sustainable Development Cooperation Framework,EGY_gender_2,2.0,United Nations Children's Fund
Seychelles,SYC,Africa,gender,United Nations Sustainable Development Cooperation Framework,SYC_gender_2,2.0,United Nations Environment Programme
Mauritius,MUS,Africa,gender,United Nations Sustainable Development Cooperation Framework,MUS_gender_2,2.0,United Nations Environment Programme
Mozambique,MOZ,Africa,gender,United Nations Development Assistance Framework,MOZ_gender_2,2.0,UN Women
Malawi,MWI,Africa,gender,United Nations Development Assistance Framework,MWI_gender_2,2.0,"UN Women; United Nations Children's Fund; United Nations Educational, Scientific and Cultural Organisation; United Nations Joint Programme on HIV and AIDS Secretariat; United Nations Population Fund; United Nations World Food Programme"
Ghana,GHA,Africa,gender,United Nations Sustainable Development Cooperation Framework,GHA_gender_2,2.0,United Nations Children's Fund
Mozambique,MOZ,Africa,gender,United Nations Development Assistance Framework,MOZ_gender_2,2.0,UN Women
Sierra Leone,SLE,Africa,gender,United Nations Sustainable Development Cooperation Framework,SLE_gender_2,2.0,United Nations Development Programme
Seychelles,SYC,Africa,gender,United Nations Sustainable Development Cooperation Framework,SYC_gender_2,2.0,United Nations Environment Programme
Malawi,MWI,Africa,gender,United Nations Development Assistance Framework,MWI_gender_2,2.0,"United Nations Children's Fund; United Nations Educational, Scientific and Cultural Organisation"
Mozambique,MOZ,Africa,gender,United Nations Development Assistance Framework,MOZ_gender_2,2.0,United Nations Population Fund
Egypt,EGY,Africa,gender,United Nations Sustainable Development Cooperation Framework,EGY_gender_2,2.0,International Labour Organisation
Ghana,GHA,Africa,gender,United Nations Sustainable Development Cooperation Framework,GHA_gender_2,2.0,World Health Organization
Mozambique,MOZ,Africa,gender,United Nations Development Assistance Framework,MOZ_gender_2,2.0,UN Women
Sierra Leone,SLE,Africa,gender,United Nations Sustainable Development Cooperation Framework,SLE_gender_2,2.0,UN Women
"Tanzania, United Republic of",TZA,Africa,gender,United Nations Development Assistance Framework,TZA_gender_2,2.0,UN Women
Mozambique,MOZ,Africa,gender,United Nations Development Assistance Framework,MOZ_gender_2,2.0,UN Women
Nigeria,NGA,Africa,gender,United Nations Sustainable Development Cooperation Framework,NGA_gender_2,2.0,"United Nations Educational, Scientific and Cultural Organisation"
Ghana,GHA,Africa,gender,United Nations Sustainable Development Cooperation Framework,GHA_gender_2,2.0,"United Nations Educational, Scientific and Cultural Organisation"
Ghana,GHA,Africa,gender,United Nations Sustainable Development Cooperation Framework,GHA_gender_2,2.0,United Nations Population Fund
Ghana,GHA,Africa,gender,United Nations Sustainable Development Cooperation Framework,GHA_gender_2,2.0,United Nations Children's Fund
Mauritius,MUS,Africa,gender,United Nations Sustainable Development Cooperation Framework,MUS_gender_2,2.0,United Nations Environment Programme
Seychelles,SYC,Africa,gender,United Nations Sustainable Development Cooperation Framework,SYC_gender_2,2.0,United Nations Environment Programme
Sierra Leone,SLE,Africa,gender,United Nations Sustainable Development Cooperation Framework,SLE_gender_2,2.0,"United Nations Educational, Scientific and Cultural Organisation"
Sudan,SDN,Africa,gender,United Nations Development Assistance Framework,SDN_gender_2,2.0,United Nations High Commissioner for Refugees
Rwanda,RWA,Africa,gender,United Nations Sustainable Development Cooperation Framework,RWA_gender_2,2.0,UN Women; United Nations Development Programme
Rwanda,RWA,Africa,gender,United Nations Sustainable Development Cooperation Framework,RWA_gender_2,2.0,UN Women; United Nations Population Fund
Malawi,MWI,Africa,gender,United Nations Development Assistance Framework,MWI_gender_2,2.0,United Nations Population Fund
Ghana,GHA,Africa,gender,United Nations Sustainable Development Cooperation Framework,GHA_gender_2,2.0,United Nations Children's Fund
Malawi,MWI,Africa,gender,United Nations Development Assistance Framework,MWI_gender_2,2.0,UN Women; United Nations Children's Fund; United Nations High Commissioner for Refugees; United Nations Population Fund
Ghana,GHA,Africa,gender,United Nations Sustainable Development Cooperation Framework,GHA_gender_2,2.0,United Nations Population Fund
Rwanda,RWA,Africa,gender,United Nations Sustainable Development Cooperation Framework,RWA_gender_2,2.0,UN Women; United Nations High Commissioner for Refugees; United Nations Population Fund
Mozambique,MOZ,Africa,gender,United Nations Development Assistance Framework,MOZ_gender_2,2.0,UN Women
"Tanzania, United Republic of",TZA,Africa,gender,United Nations Development Assistance Framework,TZA_gender_2,2.0,United Nations Children's Fund
Mozambique,MOZ,Africa,gender,United Nations Development Assistance Framework,MOZ_gender_2,2.0,UN Women
Gambia,GMB,Africa,gender,United Nations Sustainable Development Cooperation Framework,GMB_gender_2,2.0,United Nations Development Programme
Mozambique,MOZ,Africa,gender,United Nations Development Assistance Framework,MOZ_gender_2,2.0,UN Women
Ghana,GHA,Africa,gender,United Nations Sustainable Development Cooperation Framework,GHA_gender_2,2.0,UN Women
Mozambique,MOZ,Africa,gender,United Nations Development Assistance Framework,MOZ_gender_2,2.0,UN Women
Uganda,UGA,Africa,gender,United Nations Sustainable Development Cooperation Framework,UGA_gender_3,3.0,United Nations Joint Programme on HIV and AIDS Secretariat
Mauritius,MUS,Africa,gender,United Nations Sustainable Development Cooperation Framework,MUS_gender_2,2.0,United Nations Environment Programme
Mozambique,MOZ,Africa,gender,United Nations Development Assistance Framework,MOZ_gender_2,2.0,United Nations Development Programme
Sudan,SDN,Africa,gender,United Nations Development Assistance Framework,SDN_gender_2,2.0,United Nations High Commissioner for Human Rights
Mozambique,MOZ,Africa,gender,United Nations Development Assistance Framework,MOZ_gender_2,2.0,World Health Organization
Mozambique,MOZ,Africa,gender,United Nations Development Assistance Framework,MOZ_gender_2,2.0,World Health Organization
"Tanzania, United Republic of",TZA,Africa,gender,United Nations Development Assistance Framework,TZA_gender_2,2.0,UN Women
"Tanzania, United Republic of",TZA,Africa,gender,United Nations Development Assistance Framework,TZA_gender_2,2.0,"United Nations Educational, Scientific and Cultural Organisation"
Sudan,SDN,Africa,gender,United Nations Development Assistance Framework,SDN_gender_1,1.0,United Nations High Commissioner for Refugees
Mozambique,MOZ,Africa,gender,United Nations Development Assistance Framework,MOZ_gender_2,2.0,UN Women
Cameroon,CMR,Africa,gender,United Nations Sustainable Development Cooperation Framework,CMR_gender_2,2.0,"UN Women; United Nations Children's Fund; United Nations Development Programme; United Nations Educational, Scientific and Cultural Organisation; United Nations High Commissioner for Human Rights; United Nations High Commissioner for Refugees; United Nations Population Fund"
Ghana,GHA,Africa,gender,United Nations Sustainable Development Cooperation Framework,GHA_gender_2,2.0,Food and Agriculture Organization of the United Nations
Mozambique,MOZ,Africa,gender,United Nations Development Assistance Framework,MOZ_gender_2,2.0,World Health Organization
Cameroon,CMR,Africa,gender,United Nations Sustainable Development Cooperation Framework,CMR_gender_2,2.0,UN Women
Ghana,GHA,Africa,gender,United Nations Sustainable Development Cooperation Framework,GHA_gender_2,2.0,United Nations Population Fund
Ghana,GHA,Africa,gender,United Nations Sustainable Development Cooperation Framework,GHA_gender_2,2.0,United Nations Population Fund
Ghana,GHA,Africa,gender,United Nations Sustainable Development Cooperation Framework,GHA_gender_2,2.0,United Nations Population Fund
Mauritius,MUS,Africa,gender,United Nations Sustainable Development Cooperation Framework,MUS_gender_2,2.0,Food and Agriculture Organization of the United Nations; World Health Organization
Uganda,UGA,Africa,gender,United Nations Sustainable Development Cooperation Framework,UGA_gender_1,1.0,Food and Agriculture Organization of the United Nations; UN Women; United Nations Capital Development Fund; United Nations Development Programme; United Nations High Commissioner for Human Rights; United Nations Office on Drugs and Crime; United Nations Population Fund
Somalia,SOM,Africa,gender,United Nations Sustainable Development Cooperation Framework,SOM_gender_4,4.0,International Organization for Migration
Zambia,ZMB,Africa,gender,United Nations Sustainable Development Cooperation Framework,ZMB_gender_1,1.0,International Labour Organisation; United Nations Development Programme
Gambia,GMB,Africa,gender,United Nations Development Assistance Framework,GMB_gender_1,1.0,United Nations Development Programme
Uganda,UGA,Africa,gender,United Nations Sustainable Development Cooperation Framework,UGA_gender_3,3.0,United Nations Development Programme
"Tanzania, United Republic of",TZA,Africa,gender,United Nations Sustainable Development Cooperation Framework,TZA_gender_2,2.0,United Nations Development Programme
Uganda,UGA,Africa,gender,United Nations Sustainable Development Cooperation Framework,UGA_gender_3,3.0,United Nations Development Programme
Sierra Leone,SLE,Africa,gender,United Nations Sustainable Development Cooperation Framework,SLE_gender_2,2.0,United Nations Children's Fund
"Tanzania, United Republic of",TZA,Africa,gender,United Nations Sustainable Development Cooperation Framework,TZA_gender_2,2.0,United Nations Office for Project Services
"Tanzania, United Republic of",TZA,Africa,gender,United Nations Sustainable Development Cooperation Framework,TZA_gender_2,2.0,"United Nations Educational, Scientific and Cultural Organisation"
Namibia,NAM,Africa,gender,United Nations Sustainable Development Cooperation Framework,NAM_gender_2,2.0,International Labour Organisation; United Nations Children's Fund; United Nations Joint Programme on HIV and AIDS Secretariat; United Nations Office on Drugs and Crime; United Nations Population Fund
Egypt,EGY,Africa,gender,United Nations Development Assistance Framework,EGY_gender_2,2.0,United Nations Office on Drugs and Crime
Kenya,KEN,Africa,gender,United Nations Development Assistance Framework,KEN_gender_2,2.0,United Nations Children's Fund
Senegal,SEN,Africa,gender,United Nations Development Assistance Framework,SEN_gender_2,2.0,International Labour Organisation; United Nations Children's Fund; United Nations Development Programme
"Tanzania, United Republic of",TZA,Africa,gender,United Nations Sustainable Development Cooperation Framework,TZA_gender_2,2.0,United Nations World Food Programme
Ghana,GHA,Africa,gender,United Nations Sustainable Development Cooperation Framework,GHA_gender_2,2.0,United Nations Children's Fund
Sierra Leone,SLE,Africa,gender,United Nations Sustainable Development Cooperation Framework,SLE_gender_2,2.0,World Health Organization
"Tanzania, United Republic of",TZA,Africa,gender,United Nations Sustainable Development Cooperation Framework,TZA_gender_2,2.0,International Labour Organisation
Uganda,UGA,Africa,gender,United Nations Sustainable Development Cooperation Framework,UGA_gender_3,3.0,United Nations Development Programme
"Tanzania, United Republic of",TZA,Africa,gender,United Nations Sustainable Development Cooperation Framework,TZA_gender_2,2.0,International Labour Organisation
"Tanzania, United Republic of",TZA,Africa,gender,United Nations Sustainable Development Cooperation Framework,TZA_gender_2,2.0,United Nations Environment Programme
Kenya,KEN,Africa,gender,United Nations Development Assistance Framework,KEN_gender_2,2.0,Food and Agriculture Organization of the United Nations; United Nations Children's Fund; United Nations High Commissioner for Refugees; United Nations World Food Programme
Namibia,NAM,Africa,gender,United Nations Sustainable Development Cooperation Framework,NAM_gender_2,2.0,United Nations Children's Fund; United Nations Office on Drugs and Crime; United Nations Population Fund
"Tanzania, United Republic of",TZA,Africa,gender,United Nations Sustainable Development Cooperation Framework,TZA_gender_2,2.0,International Labour Organisation
"Tanzania, United Republic of",TZA,Africa,gender,United Nations Sustainable Development Cooperation Framework,TZA_gender_2,2.0,UN Women
"Tanzania, United Republic of",TZA,Africa,gender,United Nations Sustainable Development Cooperation Framework,TZA_gender_2,2.0,United Nations Industrial Development Organization
Malawi,MWI,Africa,gender,United Nations Development Assistance Framework,MWI_gender_2,2.0,UN Women; United Nations Population Fund
Malawi,MWI,Africa,gender,United Nations Development Assistance Framework,MWI_gender_2,2.0,UN Women; United Nations Population Fund
Tunisia,TUN,Africa,gender,United Nations Development Assistance Framework,TUN_gender_2,2.0,UN Women
Malawi,MWI,Africa,gender,United Nations Development Assistance Framework,MWI_gender_2,2.0,UN Women; United Nations Children's Fund
Malawi,MWI,Africa,gender,United Nations Development Assistance Framework,MWI_gender_2,2.0,UN Women; United Nations Children's Fund; United Nations Population Fund
"Tanzania, United Republic of",TZA,Africa,gender,United Nations Sustainable Development Cooperation Framework,TZA_gender_2,2.0,Food and Agriculture Organization of the United Nations
