Country,Country_ISO3,Region,Theme,Plan name,SP_Label,Strategic priority code,SDG Goals
Somalia,SOM,Africa,work,United Nations Sustainable Development Cooperation Framework,SOM_work_4,4.0,2 Zero Hunger
Zimbabwe,ZWE,Africa,work,United Nations Sustainable Development Cooperation Framework,ZWE_work_1,1.0,5 Gender Equality
Zimbabwe,ZWE,Africa,work,United Nations Sustainable Development Cooperation Framework,ZWE_work_1,1.0,3 Good Health and Well-being
"Tanzania, United Republic of",TZA,Africa,work,United Nations Sustainable Development Cooperation Framework,TZA_work_1,1.0,3 Good Health and Well-being
Namibia,NAM,Africa,work,United Nations Sustainable Development Cooperation Framework,NAM_work_1,1.0,1 No Poverty; 16 Peace and Justice - Strong Institutions; 17 Partnerships for the Goals
Mauritius,MUS,Africa,work,United Nations Sustainable Development Cooperation Framework,MUS_work_1,1.0,8 Decent Jobs and Economic Growth
South Sudan,SSD,Africa,work,United Nations Sustainable Development Cooperation Framework,SSD_work_1,1.0,5 Gender Equality; 16 Peace and Justice - Strong Institutions
Angola,AGO,Africa,work,United Nations Sustainable Development Cooperation Framework,AGO_work_1,1.0,-
Angola,AGO,Africa,work,United Nations Sustainable Development Cooperation Framework,AGO_work_1,1.0,-
South Sudan,SSD,Africa,work,United Nations Sustainable Development Cooperation Framework,SSD_work_1,1.0,16 Peace and Justice - Strong Institutions
Namibia,NAM,Africa,work,United Nations Sustainable Development Cooperation Framework,NAM_work_1,1.0,8 Decent Jobs and Economic Growth
Kenya,KEN,Africa,work,United Nations Sustainable Development Cooperation Framework,KEN_work_1,1.0,1 No Poverty; 5 Gender Equality; 10 Reduced Inequalities; 16 Peace and Justice - Strong Institutions
Egypt,EGY,Africa,work,United Nations Development Assistance Framework,EGY_work_1,1.0,8 Decent Jobs and Economic Growth; 10 Reduced Inequalities; 17 Partnerships for the Goals
"Tanzania, United Republic of",TZA,Africa,work,United Nations Development Assistance Framework,TZA_work_1,1.0,8 Decent Jobs and Economic Growth
Gambia,GMB,Africa,work,United Nations Development Assistance Framework,GMB_work_1,1.0,1 No Poverty
Angola,AGO,Africa,work,United Nations Sustainable Development Cooperation Framework,AGO_work_1,1.0,3 Good Health and Well-being
Angola,AGO,Africa,work,United Nations Sustainable Development Cooperation Framework,AGO_work_1,1.0,3 Good Health and Well-being
Sudan,SDN,Africa,work,United Nations Development Assistance Framework,SDN_work_1,1.0,3 Good Health and Well-being
Mozambique,MOZ,Africa,work,United Nations Development Assistance Framework,MOZ_work_1,1.0,2 Zero Hunger
Gambia,GMB,Africa,work,United Nations Sustainable Development Cooperation Framework,GMB_work_2,2.0,16 Peace and Justice - Strong Institutions
Sudan,SDN,Africa,work,United Nations Development Assistance Framework,SDN_work_1,1.0,3 Good Health and Well-being
Mozambique,MOZ,Africa,work,United Nations Development Assistance Framework,MOZ_work_1,1.0,-
Gambia,GMB,Africa,work,United Nations Development Assistance Framework,GMB_work_1,1.0,"9 Industry, Innovation and Infrastructure"
Mozambique,MOZ,Africa,work,United Nations Development Assistance Framework,MOZ_work_1,1.0,-
Gambia,GMB,Africa,work,United Nations Sustainable Development Cooperation Framework,GMB_work_2,2.0,16 Peace and Justice - Strong Institutions
Gambia,GMB,Africa,work,United Nations Development Assistance Framework,GMB_work_1,1.0,1 No Poverty; 8 Decent Jobs and Economic Growth; 13 Climate Action
"Tanzania, United Republic of",TZA,Africa,work,United Nations Development Assistance Framework,TZA_work_1,1.0,1 No Poverty
Gambia,GMB,Africa,work,United Nations Development Assistance Framework,GMB_work_1,1.0,1 No Poverty; 5 Gender Equality; 8 Decent Jobs and Economic Growth
Gambia,GMB,Africa,work,United Nations Sustainable Development Cooperation Framework,GMB_work_2,2.0,16 Peace and Justice - Strong Institutions
Sudan,SDN,Africa,work,United Nations Development Assistance Framework,SDN_work_1,1.0,2 Zero Hunger
"Tanzania, United Republic of",TZA,Africa,work,United Nations Development Assistance Framework,TZA_work_1,1.0,1 No Poverty
Gambia,GMB,Africa,work,United Nations Development Assistance Framework,GMB_work_1,1.0,8 Decent Jobs and Economic Growth
Gambia,GMB,Africa,work,United Nations Sustainable Development Cooperation Framework,GMB_work_1,1.0,11 Sustainable Cities and Communities
Malawi,MWI,Africa,work,United Nations Development Assistance Framework,MWI_work_1,1.0,16 Peace and Justice - Strong Institutions
Angola,AGO,Africa,work,United Nations Sustainable Development Cooperation Framework,AGO_work_1,1.0,3 Good Health and Well-being
Cabo Verde,CPV,Africa,work,United Nations Development Assistance Framework,CPV_work_1,1.0,3 Good Health and Well-being
Malawi,MWI,Africa,work,United Nations Development Assistance Framework,MWI_work_1,1.0,16 Peace and Justice - Strong Institutions
Kenya,KEN,Africa,work,United Nations Development Assistance Framework,KEN_work_1,1.0,16 Peace and Justice - Strong Institutions
"Tanzania, United Republic of",TZA,Africa,work,United Nations Development Assistance Framework,TZA_work_1,1.0,1 No Poverty; 8 Decent Jobs and Economic Growth; 10 Reduced Inequalities
Kenya,KEN,Africa,work,United Nations Sustainable Development Cooperation Framework,KEN_work_1,1.0,1 No Poverty; 5 Gender Equality; 10 Reduced Inequalities; 16 Peace and Justice - Strong Institutions; 17 Partnerships for the Goals
Gambia,GMB,Africa,work,United Nations Sustainable Development Cooperation Framework,GMB_work_1,1.0,1 No Poverty; 3 Good Health and Well-being
Malawi,MWI,Africa,work,United Nations Development Assistance Framework,MWI_work_1,1.0,16 Peace and Justice - Strong Institutions
Gambia,GMB,Africa,work,United Nations Sustainable Development Cooperation Framework,GMB_work_1,1.0,7 Affordable and Clean Energy
Sierra Leone,SLE,Africa,work,United Nations Sustainable Development Cooperation Framework,SLE_work_1,1.0,2 Zero Hunger; 17 Partnerships for the Goals
Malawi,MWI,Africa,work,United Nations Development Assistance Framework,MWI_work_1,1.0,16 Peace and Justice - Strong Institutions
Angola,AGO,Africa,work,United Nations Sustainable Development Cooperation Framework,AGO_work_1,1.0,3 Good Health and Well-being
Angola,AGO,Africa,work,United Nations Sustainable Development Cooperation Framework,AGO_work_1,1.0,3 Good Health and Well-being
Nigeria,NGA,Africa,work,United Nations Sustainable Development Cooperation Framework,NGA_work_1,1.0,1 No Poverty; 2 Zero Hunger
Angola,AGO,Africa,work,United Nations Sustainable Development Cooperation Framework,AGO_work_1,1.0,3 Good Health and Well-being
Angola,AGO,Africa,work,United Nations Sustainable Development Cooperation Framework,AGO_work_1,1.0,3 Good Health and Well-being
Kenya,KEN,Africa,work,United Nations Development Assistance Framework,KEN_work_1,1.0,-
Angola,AGO,Africa,work,United Nations Sustainable Development Cooperation Framework,AGO_work_1,1.0,3 Good Health and Well-being
Angola,AGO,Africa,work,United Nations Sustainable Development Cooperation Framework,AGO_work_1,1.0,3 Good Health and Well-being
Angola,AGO,Africa,work,United Nations Sustainable Development Cooperation Framework,AGO_work_1,1.0,3 Good Health and Well-being
Angola,AGO,Africa,work,United Nations Sustainable Development Cooperation Framework,AGO_work_1,1.0,3 Good Health and Well-being
Angola,AGO,Africa,work,United Nations Sustainable Development Cooperation Framework,AGO_work_1,1.0,3 Good Health and Well-being
Angola,AGO,Africa,work,United Nations Sustainable Development Cooperation Framework,AGO_work_1,1.0,3 Good Health and Well-being
"Tanzania, United Republic of",TZA,Africa,work,United Nations Development Assistance Framework,TZA_work_1,1.0,8 Decent Jobs and Economic Growth; 10 Reduced Inequalities
"Tanzania, United Republic of",TZA,Africa,work,United Nations Sustainable Development Cooperation Framework,TZA_work_1,1.0,3 Good Health and Well-being
Angola,AGO,Africa,work,United Nations Sustainable Development Cooperation Framework,AGO_work_1,1.0,5 Gender Equality
Lesotho,LSO,Africa,work,United Nations Development Assistance Framework,LSO_work_1,1.0,10 Reduced Inequalities; 17 Partnerships for the Goals
Gambia,GMB,Africa,work,United Nations Sustainable Development Cooperation Framework,GMB_work_1,1.0,2 Zero Hunger
Liberia,LBR,Africa,work,United Nations Sustainable Development Cooperation Framework,LBR_work_1,1.0,3 Good Health and Well-being; 5 Gender Equality; 10 Reduced Inequalities
Rwanda,RWA,Africa,work,United Nations Sustainable Development Cooperation Framework,RWA_work_1,1.0,8 Decent Jobs and Economic Growth
Gambia,GMB,Africa,work,United Nations Sustainable Development Cooperation Framework,GMB_work_2,2.0,8 Decent Jobs and Economic Growth; 10 Reduced Inequalities
Nigeria,NGA,Africa,work,United Nations Sustainable Development Cooperation Framework,NGA_work_1,1.0,1 No Poverty; 4 Quality Education; 8 Decent Jobs and Economic Growth
Egypt,EGY,Africa,work,United Nations Development Assistance Framework,EGY_work_1,1.0,8 Decent Jobs and Economic Growth
"Tanzania, United Republic of",TZA,Africa,work,United Nations Development Assistance Framework,TZA_work_1,1.0,8 Decent Jobs and Economic Growth
"Tanzania, United Republic of",TZA,Africa,work,United Nations Development Assistance Framework,TZA_work_1,1.0,12 Responsible Consumption and Production
Nigeria,NGA,Africa,work,United Nations Sustainable Development Cooperation Framework,NGA_work_1,1.0,5 Gender Equality
Rwanda,RWA,Africa,work,United Nations Sustainable Development Cooperation Framework,RWA_work_1,1.0,4 Quality Education; 8 Decent Jobs and Economic Growth
Rwanda,RWA,Africa,work,United Nations Sustainable Development Cooperation Framework,RWA_work_1,1.0,"8 Decent Jobs and Economic Growth; 9 Industry, Innovation and Infrastructure"
Nigeria,NGA,Africa,work,United Nations Sustainable Development Cooperation Framework,NGA_work_1,1.0,8 Decent Jobs and Economic Growth
Kenya,KEN,Africa,work,United Nations Sustainable Development Cooperation Framework,KEN_work_1,1.0,1 No Poverty; 5 Gender Equality
Rwanda,RWA,Africa,work,United Nations Sustainable Development Cooperation Framework,RWA_work_1,1.0,2 Zero Hunger
Gambia,GMB,Africa,work,United Nations Development Assistance Framework,GMB_work_1,1.0,1 No Poverty
Kenya,KEN,Africa,work,United Nations Sustainable Development Cooperation Framework,KEN_work_1,1.0,1 No Poverty; 5 Gender Equality
Guinea-Bissau,GNB,Africa,work,United Nations Development Assistance Framework,GNB_work_1,1.0,16 Peace and Justice - Strong Institutions
Sierra Leone,SLE,Africa,work,United Nations Sustainable Development Cooperation Framework,SLE_work_1,1.0,1 No Poverty; 8 Decent Jobs and Economic Growth
"Tanzania, United Republic of",TZA,Africa,work,United Nations Sustainable Development Cooperation Framework,TZA_work_1,1.0,16 Peace and Justice - Strong Institutions
Rwanda,RWA,Africa,work,United Nations Sustainable Development Cooperation Framework,RWA_work_1,1.0,-
South Sudan,SSD,Africa,work,United Nations Sustainable Development Cooperation Framework,SSD_work_1,1.0,10 Reduced Inequalities
Botswana,BWA,Africa,work,United Nations Sustainable Development Cooperation Framework,BWA_work_4,4.0,"1 No Poverty; 3 Good Health and Well-being; 5 Gender Equality; 8 Decent Jobs and Economic Growth; 9 Industry, Innovation and Infrastructure; 10 Reduced Inequalities; 17 Partnerships for the Goals"
Kenya,KEN,Africa,work,United Nations Development Assistance Framework,KEN_work_1,1.0,5 Gender Equality; 16 Peace and Justice - Strong Institutions
Sudan,SDN,Africa,work,United Nations Development Assistance Framework,SDN_work_1,1.0,4 Quality Education
"Tanzania, United Republic of",TZA,Africa,work,United Nations Sustainable Development Cooperation Framework,TZA_work_1,1.0,2 Zero Hunger
"Tanzania, United Republic of",TZA,Africa,work,United Nations Sustainable Development Cooperation Framework,TZA_work_1,1.0,2 Zero Hunger
"Tanzania, United Republic of",TZA,Africa,work,United Nations Sustainable Development Cooperation Framework,TZA_work_1,1.0,2 Zero Hunger
Gambia,GMB,Africa,work,United Nations Development Assistance Framework,GMB_work_1,1.0,1 No Poverty
Sierra Leone,SLE,Africa,work,United Nations Sustainable Development Cooperation Framework,SLE_work_1,1.0,2 Zero Hunger; 3 Good Health and Well-being
Guinea-Bissau,GNB,Africa,work,United Nations Development Assistance Framework,GNB_work_1,1.0,16 Peace and Justice - Strong Institutions
Guinea-Bissau,GNB,Africa,work,United Nations Development Assistance Framework,GNB_work_1,1.0,16 Peace and Justice - Strong Institutions
Sierra Leone,SLE,Africa,work,United Nations Sustainable Development Cooperation Framework,SLE_work_1,1.0,2 Zero Hunger; 3 Good Health and Well-being
Kenya,KEN,Africa,work,United Nations Development Assistance Framework,KEN_work_1,1.0,-
Egypt,EGY,Africa,work,United Nations Development Assistance Framework,EGY_work_1,1.0,8 Decent Jobs and Economic Growth
Sudan,SDN,Africa,work,United Nations Development Assistance Framework,SDN_work_1,1.0,4 Quality Education
"Tanzania, United Republic of",TZA,Africa,work,United Nations Development Assistance Framework,TZA_work_1,1.0,1 No Poverty
"Tanzania, United Republic of",TZA,Africa,work,United Nations Development Assistance Framework,TZA_work_1,1.0,5 Gender Equality; 12 Responsible Consumption and Production
"Tanzania, United Republic of",TZA,Africa,work,United Nations Development Assistance Framework,TZA_work_1,1.0,8 Decent Jobs and Economic Growth
"Tanzania, United Republic of",TZA,Africa,work,United Nations Sustainable Development Cooperation Framework,TZA_work_1,1.0,5 Gender Equality
"Tanzania, United Republic of",TZA,Africa,work,United Nations Sustainable Development Cooperation Framework,TZA_work_1,1.0,5 Gender Equality; 8 Decent Jobs and Economic Growth; 16 Peace and Justice - Strong Institutions
"Tanzania, United Republic of",TZA,Africa,work,United Nations Sustainable Development Cooperation Framework,TZA_work_1,1.0,8 Decent Jobs and Economic Growth
"Tanzania, United Republic of",TZA,Africa,work,United Nations Sustainable Development Cooperation Framework,TZA_work_1,1.0,5 Gender Equality
"Tanzania, United Republic of",TZA,Africa,work,United Nations Development Assistance Framework,TZA_work_1,1.0,1 No Poverty; 5 Gender Equality
"Tanzania, United Republic of",TZA,Africa,work,United Nations Sustainable Development Cooperation Framework,TZA_work_1,1.0,5 Gender Equality
Malawi,MWI,Africa,work,United Nations Development Assistance Framework,MWI_work_1,1.0,16 Peace and Justice - Strong Institutions
Namibia,NAM,Africa,work,United Nations Sustainable Development Cooperation Framework,NAM_work_1,1.0,"1 No Poverty; 2 Zero Hunger; 5 Gender Equality; 7 Affordable and Clean Energy; 8 Decent Jobs and Economic Growth; 9 Industry, Innovation and Infrastructure; 10 Reduced Inequalities; 13 Climate Action; 16 Peace and Justice - Strong Institutions; 17 Partnerships for the Goals"
Kenya,KEN,Africa,work,United Nations Development Assistance Framework,KEN_work_1,1.0,5 Gender Equality
Egypt,EGY,Africa,work,United Nations Development Assistance Framework,EGY_work_1,1.0,1 No Poverty; 2 Zero Hunger; 8 Decent Jobs and Economic Growth
Mozambique,MOZ,Africa,work,United Nations Sustainable Development Cooperation Framework,MOZ_work_1,1.0,3 Good Health and Well-being
Somalia,SOM,Africa,work,United Nations Sustainable Development Cooperation Framework,SOM_work_2,2.0,16 Peace and Justice - Strong Institutions
Mauritius,MUS,Africa,work,United Nations Sustainable Development Cooperation Framework,MUS_work_1,1.0,3 Good Health and Well-being
Guinea-Bissau,GNB,Africa,work,United Nations Development Assistance Framework,GNB_work_1,1.0,16 Peace and Justice - Strong Institutions
Sudan,SDN,Africa,work,United Nations Development Assistance Framework,SDN_work_1,1.0,1 No Poverty
Angola,AGO,Africa,work,United Nations Sustainable Development Cooperation Framework,AGO_work_1,1.0,-
Angola,AGO,Africa,work,United Nations Sustainable Development Cooperation Framework,AGO_work_1,1.0,2 Zero Hunger
Angola,AGO,Africa,work,United Nations Sustainable Development Cooperation Framework,AGO_work_1,1.0,2 Zero Hunger
Angola,AGO,Africa,work,United Nations Sustainable Development Cooperation Framework,AGO_work_1,1.0,2 Zero Hunger
Angola,AGO,Africa,work,United Nations Sustainable Development Cooperation Framework,AGO_work_1,1.0,2 Zero Hunger
Angola,AGO,Africa,work,United Nations Sustainable Development Cooperation Framework,AGO_work_1,1.0,2 Zero Hunger
Cabo Verde,CPV,Africa,work,United Nations Development Assistance Framework,CPV_work_1,1.0,11 Sustainable Cities and Communities
Sudan,SDN,Africa,work,United Nations Development Assistance Framework,SDN_work_1,1.0,1 No Poverty; 10 Reduced Inequalities
Angola,AGO,Africa,work,United Nations Sustainable Development Cooperation Framework,AGO_work_1,1.0,-
Angola,AGO,Africa,work,United Nations Sustainable Development Cooperation Framework,AGO_work_1,1.0,-
Rwanda,RWA,Africa,work,United Nations Sustainable Development Cooperation Framework,RWA_work_1,1.0,5 Gender Equality
Rwanda,RWA,Africa,work,United Nations Sustainable Development Cooperation Framework,RWA_work_1,1.0,8 Decent Jobs and Economic Growth
Angola,AGO,Africa,work,United Nations Sustainable Development Cooperation Framework,AGO_work_1,1.0,1 No Poverty
Rwanda,RWA,Africa,work,United Nations Sustainable Development Cooperation Framework,RWA_work_1,1.0,1 No Poverty; 4 Quality Education
Gambia,GMB,Africa,work,United Nations Development Assistance Framework,GMB_work_1,1.0,3 Good Health and Well-being
Mozambique,MOZ,Africa,work,United Nations Development Assistance Framework,MOZ_work_1,1.0,5 Gender Equality; 8 Decent Jobs and Economic Growth
Guinea-Bissau,GNB,Africa,work,United Nations Development Assistance Framework,GNB_work_1,1.0,16 Peace and Justice - Strong Institutions
Gambia,GMB,Africa,work,United Nations Development Assistance Framework,GMB_work_1,1.0,3 Good Health and Well-being
Gambia,GMB,Africa,work,United Nations Development Assistance Framework,GMB_work_1,1.0,3 Good Health and Well-being
Rwanda,RWA,Africa,work,United Nations Sustainable Development Cooperation Framework,RWA_work_1,1.0,8 Decent Jobs and Economic Growth
Gambia,GMB,Africa,work,United Nations Development Assistance Framework,GMB_work_1,1.0,3 Good Health and Well-being
Angola,AGO,Africa,work,United Nations Sustainable Development Cooperation Framework,AGO_work_1,1.0,1 No Poverty
South Sudan,SSD,Africa,work,United Nations Sustainable Development Cooperation Framework,SSD_work_1,1.0,5 Gender Equality
Kenya,KEN,Africa,work,United Nations Development Assistance Framework,KEN_work_1,1.0,10 Reduced Inequalities
Ghana,GHA,Africa,work,United Nations Sustainable Development Cooperation Framework,GHA_work_1,1.0,8 Decent Jobs and Economic Growth; 10 Reduced Inequalities
Guinea-Bissau,GNB,Africa,work,United Nations Development Assistance Framework,GNB_work_1,1.0,-
Sierra Leone,SLE,Africa,work,United Nations Sustainable Development Cooperation Framework,SLE_work_1,1.0,8 Decent Jobs and Economic Growth
Guinea-Bissau,GNB,Africa,work,United Nations Development Assistance Framework,GNB_work_1,1.0,-
Ghana,GHA,Africa,work,United Nations Sustainable Development Cooperation Framework,GHA_work_1,1.0,"8 Decent Jobs and Economic Growth; 9 Industry, Innovation and Infrastructure; 12 Responsible Consumption and Production"
Guinea-Bissau,GNB,Africa,work,United Nations Development Assistance Framework,GNB_work_1,1.0,-
Ghana,GHA,Africa,work,United Nations Sustainable Development Cooperation Framework,GHA_work_1,1.0,"8 Decent Jobs and Economic Growth; 9 Industry, Innovation and Infrastructure; 12 Responsible Consumption and Production"
Liberia,LBR,Africa,work,United Nations Sustainable Development Cooperation Framework,LBR_work_1,1.0,3 Good Health and Well-being
Ghana,GHA,Africa,work,United Nations Sustainable Development Cooperation Framework,GHA_work_1,1.0,8 Decent Jobs and Economic Growth
Angola,AGO,Africa,work,United Nations Sustainable Development Cooperation Framework,AGO_work_1,1.0,-
Ghana,GHA,Africa,work,United Nations Sustainable Development Cooperation Framework,GHA_work_1,1.0,8 Decent Jobs and Economic Growth
Angola,AGO,Africa,work,United Nations Sustainable Development Cooperation Framework,AGO_work_1,1.0,-
Angola,AGO,Africa,work,United Nations Sustainable Development Cooperation Framework,AGO_work_1,1.0,3 Good Health and Well-being
Ghana,GHA,Africa,work,United Nations Sustainable Development Cooperation Framework,GHA_work_1,1.0,8 Decent Jobs and Economic Growth
Tunisia,TUN,Africa,work,United Nations Development Assistance Framework,TUN_work_2,2.0,2 Zero Hunger; 5 Gender Equality
Rwanda,RWA,Africa,work,United Nations Sustainable Development Cooperation Framework,RWA_work_1,1.0,11 Sustainable Cities and Communities
Angola,AGO,Africa,work,United Nations Sustainable Development Cooperation Framework,AGO_work_1,1.0,3 Good Health and Well-being
South Sudan,SSD,Africa,work,United Nations Sustainable Development Cooperation Framework,SSD_work_1,1.0,5 Gender Equality
Ghana,GHA,Africa,work,United Nations Sustainable Development Cooperation Framework,GHA_work_1,1.0,2 Zero Hunger
Angola,AGO,Africa,work,United Nations Sustainable Development Cooperation Framework,AGO_work_1,1.0,-
Angola,AGO,Africa,work,United Nations Sustainable Development Cooperation Framework,AGO_work_1,1.0,-
Ghana,GHA,Africa,work,United Nations Sustainable Development Cooperation Framework,GHA_work_1,1.0,"9 Industry, Innovation and Infrastructure; 11 Sustainable Cities and Communities; 12 Responsible Consumption and Production; 13 Climate Action; 14 Life Below Water"
Namibia,NAM,Africa,work,United Nations Sustainable Development Cooperation Framework,NAM_work_2,2.0,8 Decent Jobs and Economic Growth
Sao Tome and Principe,STP,Africa,work,United Nations Sustainable Development Cooperation Framework,STP_work_3,3.0,5 Gender Equality
South Sudan,SSD,Africa,work,United Nations Sustainable Development Cooperation Framework,SSD_work_1,1.0,16 Peace and Justice - Strong Institutions
Ghana,GHA,Africa,work,United Nations Sustainable Development Cooperation Framework,GHA_work_1,1.0,17 Partnerships for the Goals
Lesotho,LSO,Africa,work,United Nations Development Assistance Framework,LSO_work_1,1.0,17 Partnerships for the Goals
Seychelles,SYC,Africa,work,United Nations Sustainable Development Cooperation Framework,SYC_work_1,1.0,1 No Poverty; 8 Decent Jobs and Economic Growth
Rwanda,RWA,Africa,work,United Nations Sustainable Development Cooperation Framework,RWA_work_1,1.0,1 No Poverty; 8 Decent Jobs and Economic Growth
Ghana,GHA,Africa,work,United Nations Sustainable Development Cooperation Framework,GHA_work_1,1.0,8 Decent Jobs and Economic Growth
Somalia,SOM,Africa,work,United Nations Sustainable Development Cooperation Framework,SOM_work_1,1.0,5 Gender Equality; 10 Reduced Inequalities; 16 Peace and Justice - Strong Institutions; 17 Partnerships for the Goals
Angola,AGO,Africa,work,United Nations Sustainable Development Cooperation Framework,AGO_work_3,3.0,1 No Poverty
Somalia,SOM,Africa,work,United Nations Sustainable Development Cooperation Framework,SOM_work_1,1.0,5 Gender Equality; 10 Reduced Inequalities; 16 Peace and Justice - Strong Institutions; 17 Partnerships for the Goals
Angola,AGO,Africa,work,United Nations Sustainable Development Cooperation Framework,AGO_work_1,1.0,3 Good Health and Well-being
Namibia,NAM,Africa,work,United Nations Sustainable Development Cooperation Framework,NAM_work_1,1.0,8 Decent Jobs and Economic Growth
Sudan,SDN,Africa,work,United Nations Development Assistance Framework,SDN_work_3,3.0,3 Good Health and Well-being; 5 Gender Equality
"Tanzania, United Republic of",TZA,Africa,work,United Nations Sustainable Development Cooperation Framework,TZA_work_1,1.0,3 Good Health and Well-being
Lesotho,LSO,Africa,work,United Nations Development Assistance Framework,LSO_work_1,1.0,17 Partnerships for the Goals
Somalia,SOM,Africa,work,United Nations Sustainable Development Cooperation Framework,SOM_work_4,4.0,16 Peace and Justice - Strong Institutions
Lesotho,LSO,Africa,work,United Nations Development Assistance Framework,LSO_work_2,2.0,3 Good Health and Well-being
Seychelles,SYC,Africa,work,United Nations Sustainable Development Cooperation Framework,SYC_work_1,1.0,4 Quality Education; 8 Decent Jobs and Economic Growth
Mauritius,MUS,Africa,work,United Nations Sustainable Development Cooperation Framework,MUS_work_1,1.0,4 Quality Education; 5 Gender Equality
Malawi,MWI,Africa,work,United Nations Development Assistance Framework,MWI_work_1,1.0,5 Gender Equality; 16 Peace and Justice - Strong Institutions
Malawi,MWI,Africa,work,United Nations Development Assistance Framework,MWI_work_1,1.0,5 Gender Equality; 10 Reduced Inequalities
Sudan,SDN,Africa,work,United Nations Development Assistance Framework,SDN_work_1,1.0,1 No Poverty
Sudan,SDN,Africa,work,United Nations Development Assistance Framework,SDN_work_1,1.0,14 Life Below Water; 16 Peace and Justice - Strong Institutions
"Tanzania, United Republic of",TZA,Africa,work,United Nations Sustainable Development Cooperation Framework,TZA_work_1,1.0,3 Good Health and Well-being
"Tanzania, United Republic of",TZA,Africa,work,United Nations Sustainable Development Cooperation Framework,TZA_work_1,1.0,3 Good Health and Well-being
"Tanzania, United Republic of",TZA,Africa,work,United Nations Sustainable Development Cooperation Framework,TZA_work_1,1.0,3 Good Health and Well-being
Uganda,UGA,Africa,work,United Nations Sustainable Development Cooperation Framework,UGA_work_2,2.0,8 Decent Jobs and Economic Growth
Kenya,KEN,Africa,work,United Nations Sustainable Development Cooperation Framework,KEN_work_1,1.0,2 Zero Hunger
Uganda,UGA,Africa,work,United Nations Sustainable Development Cooperation Framework,UGA_work_2,2.0,8 Decent Jobs and Economic Growth
"Tanzania, United Republic of",TZA,Africa,work,United Nations Sustainable Development Cooperation Framework,TZA_work_1,1.0,3 Good Health and Well-being
Ghana,GHA,Africa,work,United Nations Sustainable Development Cooperation Framework,GHA_work_1,1.0,8 Decent Jobs and Economic Growth
Egypt,EGY,Africa,work,United Nations Development Assistance Framework,EGY_work_1,1.0,"8 Decent Jobs and Economic Growth; 9 Industry, Innovation and Infrastructure; 12 Responsible Consumption and Production"
Kenya,KEN,Africa,work,United Nations Development Assistance Framework,KEN_work_1,1.0,1 No Poverty; 5 Gender Equality
Egypt,EGY,Africa,work,United Nations Development Assistance Framework,EGY_work_1,1.0,4 Quality Education; 5 Gender Equality; 8 Decent Jobs and Economic Growth
Egypt,EGY,Africa,work,United Nations Development Assistance Framework,EGY_work_1,1.0,4 Quality Education; 5 Gender Equality; 8 Decent Jobs and Economic Growth
Lesotho,LSO,Africa,work,United Nations Development Assistance Framework,LSO_work_2,2.0,3 Good Health and Well-being; 8 Decent Jobs and Economic Growth
Mauritius,MUS,Africa,work,United Nations Sustainable Development Cooperation Framework,MUS_work_1,1.0,4 Quality Education
Rwanda,RWA,Africa,work,United Nations Sustainable Development Cooperation Framework,RWA_work_1,1.0,15 Life on Land; 17 Partnerships for the Goals
Malawi,MWI,Africa,work,United Nations Development Assistance Framework,MWI_work_1,1.0,5 Gender Equality
Gambia,GMB,Africa,work,United Nations Development Assistance Framework,GMB_work_1,1.0,5 Gender Equality; 16 Peace and Justice - Strong Institutions
Nigeria,NGA,Africa,work,United Nations Sustainable Development Cooperation Framework,NGA_work_1,1.0,3 Good Health and Well-being; 5 Gender Equality; 16 Peace and Justice - Strong Institutions
Gambia,GMB,Africa,work,United Nations Development Assistance Framework,GMB_work_1,1.0,10 Reduced Inequalities
Gambia,GMB,Africa,work,United Nations Development Assistance Framework,GMB_work_1,1.0,16 Peace and Justice - Strong Institutions
Gambia,GMB,Africa,work,United Nations Development Assistance Framework,GMB_work_1,1.0,16 Peace and Justice - Strong Institutions
Sudan,SDN,Africa,work,United Nations Development Assistance Framework,SDN_work_1,1.0,5 Gender Equality
Gambia,GMB,Africa,work,United Nations Development Assistance Framework,GMB_work_1,1.0,16 Peace and Justice - Strong Institutions
Gambia,GMB,Africa,work,United Nations Development Assistance Framework,GMB_work_1,1.0,16 Peace and Justice - Strong Institutions
Malawi,MWI,Africa,work,United Nations Development Assistance Framework,MWI_work_1,1.0,5 Gender Equality; 16 Peace and Justice - Strong Institutions
Egypt,EGY,Africa,work,United Nations Development Assistance Framework,EGY_work_1,1.0,4 Quality Education; 5 Gender Equality; 8 Decent Jobs and Economic Growth
Gambia,GMB,Africa,work,United Nations Development Assistance Framework,GMB_work_1,1.0,16 Peace and Justice - Strong Institutions
Gambia,GMB,Africa,work,United Nations Development Assistance Framework,GMB_work_1,1.0,16 Peace and Justice - Strong Institutions
Ghana,GHA,Africa,work,United Nations Sustainable Development Cooperation Framework,GHA_work_1,1.0,8 Decent Jobs and Economic Growth
Egypt,EGY,Africa,work,United Nations Development Assistance Framework,EGY_work_1,1.0,4 Quality Education; 5 Gender Equality; 8 Decent Jobs and Economic Growth
Gambia,GMB,Africa,work,United Nations Development Assistance Framework,GMB_work_1,1.0,-
Ghana,GHA,Africa,work,United Nations Sustainable Development Cooperation Framework,GHA_work_1,1.0,8 Decent Jobs and Economic Growth
Liberia,LBR,Africa,work,United Nations Sustainable Development Cooperation Framework,LBR_work_1,1.0,3 Good Health and Well-being
